customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
528,37,Female,West,Post-Graduate,Salaried,1109531,472217,Car,365,11,17,63.62031808354874,2021-06-11,0
529,27,Male,West,Post-Graduate,Salaried,1330548,570841,Car,369,6,339,25.032287103873323,2021-06-12,0
530,45,Male,South,Post-Graduate,Self-Employed,1303298,133384,Education,746,7,55,59.98363189749802,2021-06-13,1
531,24,Male,East,Post-Graduate,Self-Employed,381890,50390,Home,715,4,334,36.916028145400816,2021-06-14,0
532,56,Female,West,Post-Graduate,Salaried,1147436,530751,Education,831,5,123,26.89666068703613,2021-06-15,1
533,26,Female,South,Graduate,Salaried,317473,881868,Car,740,11,156,35.054564056290815,2021-06-16,0
534,51,Male,South,Graduate,Salaried,470741,585857,Business,763,0,175,24.307285480623946,2021-06-17,0
535,39,Female,South,Graduate,Salaried,1058823,456245,Car,695,5,388,82.15328862703062,2021-06-18,0
536,59,Male,West,Graduate,Unemployed,939574,72490,Education,694,11,148,41.774950905370304,2021-06-19,1
537,47,Female,East,High School,Unemployed,525437,882307,Business,625,7,126,29.622344397949387,2021-06-20,0
538,30,Male,North,Graduate,Salaried,356877,544080,Education,390,12,308,45.87262728127463,2021-06-21,1
539,46,Male,South,Post-Graduate,Unemployed,1072834,842299,Education,369,2,285,35.64289334451964,2021-06-22,1
540,39,Female,West,Post-Graduate,Self-Employed,643066,655108,Home,465,10,413,69.55354030506608,2021-06-23,1
541,59,Male,West,Graduate,Unemployed,534923,411659,Business,513,0,286,87.69759295083955,2021-06-24,0
542,23,Female,North,Post-Graduate,Unemployed,819696,321265,Car,634,10,347,45.042692535811746,2021-06-25,1
543,33,Female,North,Graduate,Salaried,320062,51539,Education,668,3,322,78.88267199777923,2021-06-26,1
544,48,Male,West,Post-Graduate,Unemployed,1260676,460243,Car,348,0,187,55.26904588476956,2021-06-27,0
545,40,Male,East,High School,Unemployed,1232499,439546,Home,351,7,339,22.57885320753868,2021-06-28,1
546,48,Female,North,High School,Unemployed,1443048,910661,Home,588,4,363,65.24981936650732,2021-06-29,1
547,28,Male,West,Graduate,Unemployed,1078878,976425,Business,538,0,163,51.07475977006561,2021-06-30,0
548,59,Male,North,Graduate,Self-Employed,434196,362579,Home,432,7,423,62.04852186016828,2021-07-01,1
549,21,Male,East,Graduate,Salaried,407609,565584,Home,465,8,210,81.1749930057332,2021-07-02,0
550,23,Male,South,Post-Graduate,Salaried,875302,977814,Car,673,9,375,45.23476565248369,2021-07-03,1
551,33,Male,North,Graduate,Self-Employed,483006,113965,Home,672,1,124,82.09420985738845,2021-07-04,1
552,48,Female,East,High School,Unemployed,473813,565249,Home,777,8,168,70.05352114253239,2021-07-05,0
553,45,Female,West,Post-Graduate,Self-Employed,1107651,423192,Education,778,7,51,49.08839407023878,2021-07-06,1
554,53,Male,North,Graduate,Unemployed,909132,932876,Home,599,6,256,58.257770852637094,2021-07-07,1
555,58,Male,North,Post-Graduate,Self-Employed,473022,382066,Education,381,2,77,36.046490601520915,2021-07-08,1
556,26,Male,West,Post-Graduate,Salaried,989417,147799,Home,386,1,454,88.68778397910194,2021-07-09,0
557,52,Female,South,Graduate,Salaried,691121,143948,Home,524,6,454,63.38809304403168,2021-07-10,0
558,41,Male,West,Post-Graduate,Salaried,1453296,526055,Business,315,4,335,13.507748199730392,2021-07-11,0
559,36,Female,North,High School,Unemployed,481075,193314,Business,657,5,343,36.1297524598407,2021-07-12,0
560,41,Female,West,High School,Unemployed,1341452,298099,Education,462,3,205,59.8651547007246,2021-07-13,0
561,31,Female,East,Post-Graduate,Self-Employed,724624,845379,Home,813,1,99,14.506662223939184,2021-07-14,1
562,57,Male,West,Graduate,Self-Employed,1029365,817610,Car,649,8,120,11.910735305531421,2021-07-15,0
563,56,Female,North,Post-Graduate,Salaried,1202403,776826,Business,763,2,377,46.001939162224204,2021-07-16,0
564,55,Male,West,High School,Unemployed,793792,809066,Car,674,11,368,36.6152143754136,2021-07-17,0
565,39,Female,South,Post-Graduate,Self-Employed,823502,305821,Business,391,6,154,45.06388864265327,2021-07-18,1
566,40,Male,West,Post-Graduate,Unemployed,1430796,767176,Business,480,7,284,31.015464790400415,2021-07-19,1
567,38,Female,South,High School,Unemployed,313936,360929,Home,600,1,188,23.17741975543847,2021-07-20,0
568,34,Male,East,Post-Graduate,Salaried,216279,956395,Business,488,5,250,65.13146855842702,2021-07-21,1
569,35,Female,South,Post-Graduate,Salaried,1448313,836939,Car,613,10,335,51.16568930142404,2021-07-22,1
570,51,Male,West,Graduate,Unemployed,1352327,510188,Business,792,7,328,26.012336899949347,2021-07-23,1
571,21,Male,North,Graduate,Unemployed,1319962,732511,Education,427,6,486,35.56715410079987,2021-07-24,1
572,23,Male,South,High School,Unemployed,286124,61618,Home,818,10,340,57.344632613066075,2021-07-25,0
573,36,Male,East,High School,Unemployed,536199,386430,Home,725,2,473,15.778347861798228,2021-07-26,0
574,43,Female,South,High School,Salaried,291911,328266,Education,486,0,423,21.796240741294362,2021-07-27,1
575,31,Female,South,Graduate,Self-Employed,1085050,712714,Education,849,5,162,15.85964832859121,2021-07-28,1
576,32,Male,South,High School,Salaried,922030,946030,Education,752,7,113,74.9853866171295,2021-07-29,1
577,30,Female,East,High School,Self-Employed,1193978,998483,Business,770,5,84,70.19273865696074,2021-07-30,1
578,52,Male,West,High School,Unemployed,647244,660724,Home,523,4,137,70.26503455034057,2021-07-31,0
579,36,Male,South,Graduate,Self-Employed,1469670,260448,Education,453,10,208,67.30602747808224,2021-08-01,1
580,28,Female,South,Post-Graduate,Salaried,576036,545919,Business,650,11,163,63.550833893589534,2021-08-02,0
581,58,Male,North,High School,Salaried,437723,186109,Education,446,7,65,48.159353230254,2021-08-03,1
582,32,Male,East,Post-Graduate,Unemployed,1038927,78633,Car,648,1,287,61.3822530805692,2021-08-04,0
583,44,Female,South,High School,Salaried,282806,860927,Car,481,11,354,13.068924383037972,2021-08-05,1
584,48,Male,East,Post-Graduate,Unemployed,931893,900982,Home,478,0,28,59.71715381254277,2021-08-06,0
585,28,Male,South,Graduate,Salaried,1478673,262456,Business,338,0,168,72.23021644295017,2021-08-07,0
586,48,Male,West,Graduate,Salaried,1174334,348627,Car,302,3,35,50.028668830751215,2021-08-08,0
587,56,Male,West,High School,Unemployed,1192144,425325,Car,363,5,435,38.601066274178955,2021-08-09,1
588,46,Female,South,Post-Graduate,Self-Employed,397478,516589,Business,328,12,178,32.19413878407833,2021-08-10,0
589,28,Female,West,Graduate,Salaried,687436,346213,Education,671,8,493,61.4241640129666,2021-08-11,1
590,48,Female,South,High School,Self-Employed,689709,188442,Business,822,0,32,65.42409589039269,2021-08-12,0
591,48,Male,West,High School,Salaried,637585,694161,Education,396,11,56,79.6774079890034,2021-08-13,0
592,57,Male,North,Graduate,Salaried,1480780,953275,Car,741,0,22,37.38672659687926,2021-08-14,1
593,56,Female,North,Graduate,Salaried,557546,121947,Car,502,12,226,71.58178459084684,2021-08-15,0
594,47,Male,North,High School,Salaried,1017108,220205,Car,710,12,331,54.908465935147035,2021-08-16,1
595,37,Male,East,Post-Graduate,Self-Employed,1050525,801395,Home,320,4,203,80.62691925424633,2021-08-17,1
596,29,Male,East,Post-Graduate,Self-Employed,381871,145761,Home,401,9,153,52.22496866364966,2021-08-18,1
597,53,Male,North,Post-Graduate,Salaried,541558,425897,Home,345,4,82,51.41038627183738,2021-08-19,1
598,40,Female,East,High School,Salaried,698512,968196,Business,365,4,165,56.23016651527273,2021-08-20,0
599,33,Female,West,Graduate,Self-Employed,967442,603214,Car,463,9,86,69.94522841139475,2021-08-21,0
600,48,Female,South,High School,Unemployed,675278,936214,Car,410,5,428,87.17523830627687,2021-08-22,1
601,49,Male,South,Graduate,Unemployed,494067,154700,Business,637,7,178,15.885068337261252,2021-08-23,0
602,33,Female,South,Post-Graduate,Self-Employed,579593,386128,Home,422,2,470,14.274768191281373,2021-08-24,0
603,55,Female,North,Post-Graduate,Salaried,694955,486606,Business,746,8,296,85.00402699258709,2021-08-25,1
604,26,Male,East,Graduate,Salaried,1484574,623881,Home,590,12,94,52.39005004145649,2021-08-26,0
605,38,Male,West,Graduate,Unemployed,1246195,912041,Car,711,0,425,59.192241165354886,2021-08-27,1
606,25,Female,West,High School,Unemployed,846045,55209,Education,580,3,191,48.59388812757831,2021-08-28,0
607,45,Female,North,Post-Graduate,Self-Employed,1017459,700988,Home,342,8,491,17.49259620859796,2021-08-29,0
608,22,Female,West,High School,Unemployed,890824,449749,Car,785,7,465,71.44715027349332,2021-08-30,1
609,30,Female,West,High School,Self-Employed,350528,660885,Car,350,9,324,69.77797160708695,2021-08-31,0
610,50,Male,West,High School,Unemployed,668011,319355,Education,509,8,306,34.93626571942496,2021-09-01,0
611,25,Female,West,Post-Graduate,Unemployed,497698,59927,Car,425,0,121,34.49913961827203,2021-09-02,1
612,53,Female,East,High School,Unemployed,924687,782823,Car,791,8,459,77.02731047244148,2021-09-03,0
613,21,Male,West,High School,Salaried,946760,691621,Home,808,2,239,15.78858061930613,2021-09-04,1
614,38,Female,South,High School,Salaried,498783,205666,Home,557,10,105,80.48841186852526,2021-09-05,0
615,52,Male,North,High School,Salaried,1479758,780212,Education,487,11,447,30.532935191673154,2021-09-06,1
616,31,Male,East,High School,Unemployed,1337613,258785,Education,529,9,177,57.438779820439514,2021-09-07,1
617,41,Male,West,High School,Self-Employed,948423,388526,Car,488,8,387,84.87953432014221,2021-09-08,1
618,46,Female,East,Post-Graduate,Self-Employed,1437063,189005,Home,714,0,165,64.24980012293172,2021-09-09,1
619,45,Female,West,High School,Self-Employed,218074,678068,Education,309,0,430,43.154384997362925,2021-09-10,1
620,42,Male,South,Graduate,Self-Employed,870909,614984,Education,413,8,114,65.16273671243322,2021-09-11,0
621,47,Female,North,High School,Salaried,956967,246521,Business,375,10,202,37.51837090530962,2021-09-12,0
622,33,Female,West,High School,Salaried,776553,379760,Education,801,5,498,32.18067330793489,2021-09-13,1
623,53,Male,West,Post-Graduate,Unemployed,216061,973593,Car,384,3,339,89.73466223477438,2021-09-14,0
624,54,Male,West,Post-Graduate,Unemployed,1408458,499764,Home,348,6,448,70.06321849438302,2021-09-15,1
625,55,Female,West,Graduate,Self-Employed,653222,207195,Education,794,4,141,61.57759819054541,2021-09-16,0
626,21,Male,North,Graduate,Salaried,837790,451013,Business,686,9,364,38.4231714575455,2021-09-17,0
627,41,Female,North,Post-Graduate,Self-Employed,702175,100013,Home,688,6,391,13.932866332403853,2021-09-18,1
628,26,Female,South,Post-Graduate,Unemployed,831516,451562,Education,517,7,147,12.484550082812449,2021-09-19,1
629,48,Female,North,High School,Unemployed,406548,266486,Business,645,7,440,54.334500435903905,2021-09-20,0
630,37,Female,West,Post-Graduate,Self-Employed,650983,476888,Education,529,0,340,70.96261768312408,2021-09-21,0
631,25,Male,South,Graduate,Unemployed,668535,460869,Home,554,7,279,52.990335235508404,2021-09-22,1
632,51,Male,South,High School,Self-Employed,696005,885988,Home,535,5,47,77.26280575512916,2021-09-23,0
633,25,Male,South,Graduate,Salaried,900757,960155,Home,325,3,405,12.67412264745773,2021-09-24,0
634,58,Male,West,High School,Self-Employed,1261809,813638,Car,560,12,54,39.34016611407521,2021-09-25,1
635,23,Female,East,Post-Graduate,Salaried,966565,600428,Education,570,11,410,28.965631293934244,2021-09-26,0
636,43,Female,West,Graduate,Salaried,683236,313328,Car,422,7,473,45.78183745256976,2021-09-27,1
637,57,Male,North,High School,Unemployed,1052159,477709,Home,556,2,172,15.790111455529798,2021-09-28,1
638,57,Female,North,High School,Unemployed,828423,730206,Business,720,12,459,86.3305313256858,2021-09-29,1
639,30,Female,West,Post-Graduate,Unemployed,570608,161361,Education,558,3,340,27.860432085548872,2021-09-30,0
640,30,Female,West,Post-Graduate,Self-Employed,417314,727555,Car,346,5,262,83.78462203868678,2021-10-01,0
641,39,Male,South,Post-Graduate,Self-Employed,737970,842038,Education,824,10,178,44.07145240293454,2021-10-02,1
642,37,Male,West,Graduate,Unemployed,354455,447172,Business,507,6,460,88.84193066041745,2021-10-03,1
643,41,Male,South,High School,Self-Employed,948692,66555,Car,610,3,294,54.32467067681686,2021-10-04,0
644,34,Female,North,Post-Graduate,Unemployed,485810,574213,Home,448,3,283,84.46662913406459,2021-10-05,0
645,29,Male,South,Graduate,Self-Employed,627858,664673,Car,737,6,29,10.427919095537828,2021-10-06,0
646,21,Male,West,Graduate,Salaried,734522,461906,Education,454,5,248,69.859104494472,2021-10-07,1
647,33,Male,North,Graduate,Salaried,781904,370646,Education,389,12,279,82.24405224820123,2021-10-08,1
648,24,Male,East,Post-Graduate,Unemployed,471365,305658,Education,657,10,427,21.177645358316326,2021-10-09,0
649,21,Male,South,Post-Graduate,Self-Employed,1391058,492065,Education,473,7,442,17.69006813857212,2021-10-10,0
650,52,Male,North,High School,Self-Employed,916773,731707,Home,516,0,319,43.96580857487645,2021-10-11,0
651,54,Female,South,High School,Salaried,1249627,804085,Car,755,9,40,84.69431249063481,2021-10-12,1
652,48,Female,North,Post-Graduate,Salaried,278116,153844,Home,498,12,323,53.390924815235095,2021-10-13,1
653,51,Male,North,Graduate,Unemployed,584370,141321,Home,785,10,113,52.19651709773857,2021-10-14,0
654,28,Male,South,Graduate,Salaried,1477507,885488,Home,832,6,179,21.290089463945748,2021-10-15,0
655,59,Female,East,Graduate,Unemployed,719385,769211,Education,499,11,195,10.063160887457503,2021-10-16,1
656,46,Female,North,High School,Salaried,426572,148234,Education,670,6,137,74.8112072596369,2021-10-17,1
657,54,Male,North,Graduate,Salaried,331379,524718,Education,747,10,219,17.005965038899056,2021-10-18,0
658,23,Male,North,High School,Self-Employed,1186399,801993,Car,547,6,423,60.70798549882592,2021-10-19,0
659,32,Male,East,High School,Salaried,426256,775571,Business,563,6,290,83.16931636121532,2021-10-20,0
660,21,Male,East,Graduate,Salaried,1022376,878282,Education,357,9,456,26.69215305267448,2021-10-21,1
661,25,Female,West,Graduate,Unemployed,1085987,521761,Car,601,9,262,63.22182689895286,2021-10-22,0
662,50,Male,South,Post-Graduate,Salaried,762422,339987,Education,330,7,28,16.295886136600757,2021-10-23,1
663,50,Male,East,Post-Graduate,Unemployed,620539,374464,Education,797,8,209,58.30041150700904,2021-10-24,1
664,37,Male,South,Graduate,Salaried,402834,604081,Home,548,8,229,23.11453767625622,2021-10-25,0
665,43,Male,West,High School,Salaried,1476155,723217,Home,570,1,145,68.87628484121424,2021-10-26,0
666,35,Female,South,High School,Unemployed,750242,69627,Home,693,12,232,34.09850358351265,2021-10-27,1
667,57,Female,East,High School,Self-Employed,910381,373966,Car,801,12,12,47.0712807043717,2021-10-28,0
668,41,Female,South,High School,Unemployed,951287,527317,Business,383,6,460,57.95444336220974,2021-10-29,1
669,34,Male,East,High School,Unemployed,726249,272633,Business,664,6,245,23.701872853299164,2021-10-30,0
670,22,Male,South,Post-Graduate,Unemployed,736785,367942,Car,848,3,351,69.33102548940967,2021-10-31,0
671,31,Female,East,Graduate,Self-Employed,625767,798728,Education,641,8,474,34.211227250945164,2021-11-01,0
672,59,Male,East,Post-Graduate,Salaried,999687,749476,Car,706,7,237,62.98974879302028,2021-11-02,0
673,58,Male,South,High School,Unemployed,335639,387462,Education,724,11,410,22.66264405594989,2021-11-03,1
674,54,Female,West,High School,Unemployed,960177,416330,Car,392,0,151,65.04941273650802,2021-11-04,1
675,58,Female,North,High School,Self-Employed,1268965,832479,Car,711,1,18,20.25504582483694,2021-11-05,1
676,54,Female,West,High School,Unemployed,1424171,400046,Car,731,12,199,44.02851970159869,2021-11-06,0
677,38,Female,South,Graduate,Salaried,523720,471773,Business,458,12,359,29.776485899110146,2021-11-07,1
678,50,Male,West,High School,Self-Employed,1244846,383478,Home,313,1,414,69.8700199542546,2021-11-08,1
679,35,Male,East,Graduate,Salaried,1030351,518379,Car,672,11,469,30.962800360549963,2021-11-09,1
680,47,Female,North,High School,Salaried,937463,418863,Business,524,11,174,80.5373845116317,2021-11-10,0
681,54,Male,South,Graduate,Self-Employed,203358,173099,Home,804,10,489,81.34561691252902,2021-11-11,1
682,58,Female,South,Post-Graduate,Unemployed,550679,783362,Home,372,7,148,25.715305217822866,2021-11-12,0
683,53,Female,South,High School,Salaried,701110,747974,Car,548,0,285,59.10767560061794,2021-11-13,0
684,44,Male,North,Graduate,Salaried,407596,324864,Education,810,3,300,17.017411337597146,2021-11-14,1
685,35,Female,East,Post-Graduate,Salaried,830270,369752,Education,515,9,62,41.322967968130335,2021-11-15,0
686,50,Male,South,High School,Salaried,428129,157449,Education,840,11,184,67.06573836010179,2021-11-16,1
687,37,Male,West,High School,Self-Employed,528953,152828,Car,519,4,119,62.7538597479933,2021-11-17,1
688,25,Male,South,High School,Self-Employed,817367,176613,Education,520,8,212,59.97605355252864,2021-11-18,1
689,49,Male,South,Graduate,Salaried,1304381,122095,Business,688,6,445,32.60326909299549,2021-11-19,1
690,24,Female,South,Graduate,Unemployed,362421,680212,Business,341,7,145,40.24199595475216,2021-11-20,1
691,30,Male,South,Post-Graduate,Salaried,1456425,527910,Business,582,10,13,18.235691576022894,2021-11-21,0
692,37,Female,East,Graduate,Unemployed,1061465,670740,Business,357,8,164,67.52182563468807,2021-11-22,1
693,30,Female,West,Graduate,Salaried,438483,137593,Home,836,12,181,50.311103743301885,2021-11-23,0
694,37,Female,East,High School,Unemployed,592551,741252,Business,372,6,433,66.70125058765237,2021-11-24,1
695,40,Female,West,High School,Salaried,1292617,943407,Education,428,4,367,29.91548198374982,2021-11-25,1
696,44,Male,South,High School,Unemployed,470146,389386,Car,725,12,56,35.9550582908053,2021-11-26,1
697,25,Male,North,High School,Salaried,307524,952473,Education,424,4,103,36.73722698080917,2021-11-27,0
698,54,Female,East,High School,Salaried,418306,176202,Business,366,9,437,12.059392779777296,2021-11-28,0
699,26,Female,North,High School,Unemployed,1111289,127606,Home,305,10,57,37.28382982644988,2021-11-29,0
700,22,Male,East,High School,Self-Employed,744026,173769,Business,613,5,249,74.26436588144269,2021-11-30,0
701,33,Female,South,Post-Graduate,Unemployed,313776,168542,Car,625,4,356,81.78387965997908,2021-12-01,1
702,31,Male,East,Post-Graduate,Self-Employed,380494,418582,Education,805,12,222,51.45746525087419,2021-12-02,1
703,43,Female,South,Post-Graduate,Salaried,392971,837356,Car,381,11,445,46.44013561753762,2021-12-03,0
704,36,Male,East,Post-Graduate,Unemployed,1129896,625610,Car,301,10,349,12.46596949594962,2021-12-04,0
705,51,Female,South,High School,Unemployed,477785,207550,Car,503,8,333,80.33634700683061,2021-12-05,0
706,31,Female,South,Post-Graduate,Unemployed,468449,645330,Education,703,2,148,11.040817074069817,2021-12-06,1
707,36,Male,West,High School,Self-Employed,953622,620706,Business,402,2,214,85.58000641681694,2021-12-07,0
708,28,Female,South,Post-Graduate,Self-Employed,436371,505433,Car,835,6,390,49.13729989504725,2021-12-08,0
709,24,Female,West,Graduate,Salaried,802251,674987,Education,667,6,82,37.35475948597813,2021-12-09,1
710,24,Male,South,Post-Graduate,Self-Employed,846275,140140,Home,511,5,13,83.93747478741281,2021-12-10,0
711,45,Female,North,Post-Graduate,Self-Employed,324591,516978,Education,508,2,85,11.951279448807739,2021-12-11,1
712,23,Male,South,High School,Salaried,792054,586069,Home,416,12,338,56.51399158952697,2021-12-12,1
713,52,Male,North,Post-Graduate,Unemployed,730799,448731,Education,777,6,86,53.91460195994701,2021-12-13,1
714,23,Female,North,Graduate,Unemployed,839104,429502,Business,404,4,313,27.545632096910566,2021-12-14,1
715,47,Female,South,High School,Salaried,700981,348277,Car,794,6,265,44.31099450801685,2021-12-15,1
716,49,Female,North,High School,Unemployed,973720,147628,Business,345,1,419,62.181120475501615,2021-12-16,0
717,52,Female,West,Post-Graduate,Self-Employed,1143681,651234,Education,630,5,111,68.17049575055421,2021-12-17,0
718,39,Female,East,High School,Salaried,466909,135058,Car,515,7,115,10.057348696526383,2021-12-18,1
719,41,Female,South,High School,Salaried,1400002,976599,Home,791,0,342,84.94827440728122,2021-12-19,1
720,25,Female,North,High School,Salaried,1408468,531799,Education,748,3,48,23.16202979142499,2021-12-20,0
721,38,Male,South,High School,Unemployed,1360152,201542,Car,835,10,485,28.686434737788737,2021-12-21,0
722,48,Female,West,High School,Salaried,1183667,355273,Home,810,0,323,31.07787565550786,2021-12-22,1
723,42,Male,South,High School,Salaried,1326101,320675,Home,757,0,284,13.025610924162825,2021-12-23,0
724,41,Female,South,Graduate,Salaried,213780,349182,Business,846,9,97,19.844169887225995,2021-12-24,0
725,26,Female,North,Post-Graduate,Unemployed,468733,400083,Education,835,11,220,88.90799383553296,2021-12-25,1
726,21,Male,West,Graduate,Self-Employed,1080096,92674,Home,839,10,378,35.21733899018288,2021-12-26,0
727,25,Female,East,High School,Salaried,1163443,177572,Car,783,7,86,19.224087227123945,2021-12-27,0
728,32,Female,East,High School,Self-Employed,304188,800018,Home,315,6,86,18.559300893969866,2021-12-28,0
729,46,Male,North,Post-Graduate,Unemployed,817614,525692,Home,542,11,451,67.55679741359775,2021-12-29,0
730,54,Female,South,Graduate,Unemployed,1027385,341975,Business,506,9,37,78.36549312261127,2021-12-30,1
731,34,Female,North,Post-Graduate,Unemployed,790073,631462,Business,570,12,254,30.55618396067759,2021-12-31,0
732,46,Female,North,Graduate,Unemployed,1274477,847711,Car,414,0,75,11.672760986818798,2022-01-01,1
733,47,Male,North,High School,Self-Employed,667927,481436,Business,598,10,275,27.847201475628466,2022-01-02,0
734,29,Female,South,Post-Graduate,Salaried,849285,897042,Home,782,12,391,14.521255263740587,2022-01-03,1
735,46,Female,West,Post-Graduate,Unemployed,497584,495935,Home,696,1,479,18.27159493040332,2022-01-04,1
736,42,Female,North,High School,Unemployed,1092015,830296,Business,693,3,214,44.52064958781139,2022-01-05,0
737,50,Female,South,Post-Graduate,Self-Employed,780971,103051,Home,374,0,67,28.393469668930607,2022-01-06,1
738,37,Male,West,Graduate,Self-Employed,586350,253085,Home,781,2,210,51.27567028203387,2022-01-07,1
739,46,Male,North,Graduate,Unemployed,372502,368796,Car,402,7,234,30.27950026057523,2022-01-08,1
740,56,Female,East,Graduate,Salaried,974107,115524,Business,596,7,151,85.24298408823581,2022-01-09,1
741,21,Female,West,Graduate,Salaried,1054741,526152,Home,477,7,390,82.47551743410116,2022-01-10,1
742,28,Male,North,High School,Unemployed,1032359,318614,Business,514,5,377,55.34448840083728,2022-01-11,0
743,55,Male,West,Post-Graduate,Self-Employed,1455062,510814,Car,614,5,93,38.35391935899089,2022-01-12,1
744,35,Female,West,Graduate,Unemployed,1112935,567733,Business,338,4,152,40.49175056277885,2022-01-13,1
745,42,Male,West,High School,Unemployed,649777,365617,Home,558,12,361,42.948182651559755,2022-01-14,0
746,34,Female,West,Post-Graduate,Self-Employed,341449,987384,Business,306,8,42,68.20634577079552,2022-01-15,0
747,46,Male,West,Post-Graduate,Unemployed,777880,805477,Home,348,3,410,46.131119641507034,2022-01-16,1
748,48,Male,West,High School,Unemployed,1386995,94439,Home,837,9,161,78.5383957204718,2022-01-17,0
749,43,Male,North,High School,Unemployed,495920,326452,Home,460,11,167,85.52758287442916,2022-01-18,0
750,34,Male,East,Graduate,Self-Employed,1121287,141563,Car,475,11,455,36.87569227031471,2022-01-19,0
751,44,Female,South,Post-Graduate,Salaried,335370,801616,Business,301,11,150,54.85555851005441,2022-01-20,0
752,22,Male,West,Post-Graduate,Salaried,1056636,347225,Car,754,6,455,17.604522946605154,2022-01-21,0
753,46,Male,South,High School,Self-Employed,1072639,780602,Business,575,0,260,26.037523821308717,2022-01-22,0
754,34,Female,North,Post-Graduate,Salaried,648377,493599,Car,797,8,312,43.07726133681281,2022-01-23,1
755,27,Male,West,Graduate,Unemployed,1047084,584125,Education,327,6,121,26.49621727214231,2022-01-24,1
756,23,Male,East,Post-Graduate,Salaried,691830,809495,Home,632,9,153,80.1248392630974,2022-01-25,0
757,43,Female,South,High School,Unemployed,1116004,692416,Home,300,11,459,22.662900484727846,2022-01-26,0
758,38,Male,West,High School,Salaried,443767,217896,Car,487,8,218,46.45286572424736,2022-01-27,1
759,58,Female,North,Graduate,Self-Employed,627244,738433,Education,355,6,233,58.45593923679005,2022-01-28,0
760,55,Female,East,Graduate,Salaried,704677,949083,Home,846,1,52,65.34911265286755,2022-01-29,1
761,35,Female,South,Post-Graduate,Salaried,1063428,671912,Business,411,5,273,40.64554957812054,2022-01-30,0
762,45,Female,South,Post-Graduate,Salaried,1016698,469515,Car,609,9,253,79.52792549797829,2022-01-31,1
763,57,Male,West,High School,Self-Employed,718895,764221,Home,335,11,12,55.46553208623404,2022-02-01,1
764,48,Female,East,Graduate,Salaried,1475393,80063,Home,738,10,134,45.16062243580414,2022-02-02,0
765,30,Male,East,Graduate,Self-Employed,617216,643741,Car,624,3,277,15.37925072416293,2022-02-03,0
766,59,Male,East,Graduate,Unemployed,1131515,304371,Car,606,2,93,47.175157475613204,2022-02-04,0
767,37,Male,East,Post-Graduate,Salaried,1251442,152166,Business,833,1,25,75.65886726525842,2022-02-05,0
768,59,Male,North,Graduate,Self-Employed,312669,64506,Business,408,5,343,59.16328145770524,2022-02-06,1
769,42,Male,East,High School,Self-Employed,992330,275413,Home,671,7,473,76.57299629832947,2022-02-07,0
770,46,Male,South,High School,Salaried,480539,163604,Home,656,5,68,49.520933647944446,2022-02-08,1
771,45,Male,South,Post-Graduate,Unemployed,1220747,76026,Car,480,8,186,19.476936407558547,2022-02-09,0
772,37,Male,North,Post-Graduate,Self-Employed,466150,470888,Home,655,4,72,11.091187666870486,2022-02-10,1
773,33,Male,South,Graduate,Salaried,889753,364557,Home,367,1,455,34.257563737487295,2022-02-11,0
774,40,Male,South,Post-Graduate,Unemployed,643258,305116,Car,591,7,58,65.8392377198234,2022-02-12,0
775,45,Female,East,High School,Self-Employed,689415,377210,Home,480,8,316,73.2207923153355,2022-02-13,1
776,24,Female,South,Graduate,Self-Employed,1147135,240285,Home,765,9,255,33.660226769626355,2022-02-14,0
777,30,Female,North,High School,Unemployed,846012,100971,Education,733,3,298,49.652313670659765,2022-02-15,0
778,23,Male,East,Graduate,Unemployed,1093659,470497,Business,763,5,295,43.68951235472653,2022-02-16,0
779,38,Female,West,Post-Graduate,Salaried,924857,163978,Car,833,10,452,42.841822748114225,2022-02-17,0
780,56,Female,East,Graduate,Salaried,688029,209163,Education,365,9,341,28.50789705601204,2022-02-18,0
781,42,Female,North,Graduate,Self-Employed,372646,886926,Business,320,7,24,20.90968840235667,2022-02-19,1
782,54,Male,East,High School,Unemployed,550164,153864,Business,683,8,347,25.73508465849705,2022-02-20,0
783,28,Male,East,High School,Unemployed,1343457,986114,Business,338,11,264,14.426590973067688,2022-02-21,1
784,39,Male,North,Graduate,Unemployed,442934,444295,Education,584,4,101,25.850459345886165,2022-02-22,0
785,57,Male,East,Post-Graduate,Self-Employed,332659,669674,Education,635,11,288,10.736071810030356,2022-02-23,0
786,26,Female,North,Post-Graduate,Unemployed,701323,489967,Business,487,5,215,60.18067205087826,2022-02-24,1
787,46,Female,North,High School,Unemployed,839872,660414,Home,542,10,103,35.31003259101463,2022-02-25,1
788,54,Female,West,Post-Graduate,Self-Employed,947108,498648,Home,372,3,234,87.85157691415269,2022-02-26,1
789,26,Female,South,High School,Salaried,1062318,736311,Education,778,4,310,25.497364062103827,2022-02-27,1
790,57,Male,South,Post-Graduate,Salaried,1136320,655151,Education,400,6,327,37.66628562476751,2022-02-28,1
791,53,Male,East,Graduate,Self-Employed,1015864,390435,Education,813,8,472,38.62729269132266,2022-03-01,0
792,42,Male,East,High School,Unemployed,1428265,175659,Business,475,9,208,10.676119684996843,2022-03-02,1
